Scarab gitrev: 3541854
Scarab started at Mon Oct  7 07:01:02 2024

Initialized Ramulator. 
** Heartbeat:   5% -- { 1000001 } -- 0.00 KIPS (71.43 KIPS)
** Heartbeat:  10% -- { 2000001 } -- 66.67 KIPS (68.97 KIPS)
** Heartbeat:  15% -- { 3000001 } -- 71.43 KIPS (69.77 KIPS)
** Heartbeat:  20% -- { 4000002 } -- 58.82 KIPS (66.67 KIPS)
** Heartbeat:  25% -- { 5000003 } -- 66.67 KIPS (66.67 KIPS)
** Heartbeat:  30% -- { 6000003 } -- 58.82 KIPS (65.22 KIPS)
** Heartbeat:  35% -- { 7000003 } -- 62.50 KIPS (64.81 KIPS)
** Heartbeat:  40% -- { 8000004 } -- 71.43 KIPS (65.57 KIPS)
** Heartbeat:  45% -- { 9000005 } -- 66.67 KIPS (65.69 KIPS)
** Heartbeat:  50% -- { 10000006 } -- 62.50 KIPS (65.36 KIPS)
** Heartbeat:  55% -- { 11000006 } -- 52.63 KIPS (63.95 KIPS)
** Heartbeat:  60% -- { 12000007 } -- 76.92 KIPS (64.86 KIPS)
** Heartbeat:  65% -- { 13000007 } -- 62.50 KIPS (64.68 KIPS)
** Heartbeat:  70% -- { 14000007 } -- 62.50 KIPS (64.52 KIPS)
** Heartbeat:  75% -- { 15000007 } -- 66.67 KIPS (64.66 KIPS)
** Heartbeat:  80% -- { 16000007 } -- 58.82 KIPS (64.26 KIPS)
** Heartbeat:  85% -- { 17000007 } -- 71.43 KIPS (64.64 KIPS)
** Heartbeat:  90% -- { 18000007 } -- 62.50 KIPS (64.52 KIPS)
** Heartbeat:  95% -- { 19000007 } -- 62.50 KIPS (64.41 KIPS)
** Core 0 Finished:    insts:20000000    cycles:44842914    time:14013410625000      -- 0.45 IPC (0.45 IPC) --  N/A  KIPS (63.90 KIPS)
Scarab finished at Mon Oct  7 07:06:15 2024

