Core, 0
Cumulative Cycles, 28299765            
Cumulative Instructions, 20000000            
Cumulative IPC, 0.70672
Periodic Cycles, 13934803            
Periodic Instructions, 9999996             
Periodic IPC, 0.71763

EXECUTION_TIME_count, 4354625937500
EXECUTION_TIME_total_count, 8843676562500

NODE_CYCLE_count,      13934803
NODE_CYCLE_total_count,      28299765

NODE_INST_COUNT_count,       9999996
NODE_INST_COUNT_total_count,      20000000

NODE_INST_COUNT_FETCHED_count,       9999996
NODE_INST_COUNT_FETCHED_total_count,      20000000

NODE_UOP_COUNT_count,      12290817
NODE_UOP_COUNT_total_count,      24591565

FULL_WINDOW_STALL_count,       2405747
FULL_WINDOW_STALL_pct,       17.264
FULL_WINDOW_STALL_total_count,       5208934
FULL_WINDOW_STALL_total_pct,       18.406

FULL_WINDOW_MEM_OP_count,       2222338
FULL_WINDOW_MEM_OP_pct,       99.992
FULL_WINDOW_MEM_OP_total_count,       4842107
FULL_WINDOW_MEM_OP_total_pct,       99.991

FULL_WINDOW_FP_OP_count,             0
FULL_WINDOW_FP_OP_pct,        0.000
FULL_WINDOW_FP_OP_total_count,             0
FULL_WINDOW_FP_OP_total_pct,        0.000

FULL_WINDOW_OTHER_OP_count,           183
FULL_WINDOW_OTHER_OP_pct,        0.008
FULL_WINDOW_OTHER_OP_total_count,           417
FULL_WINDOW_OTHER_OP_total_pct,        0.009
FULL_WINDOW_OTHER_OP_sum_count,       2222521
FULL_WINDOW_OTHER_OP_sum_pct,      100.000
FULL_WINDOW_OTHER_OP_sum_total_count,       4842524
FULL_WINDOW_OTHER_OP_sum_total_pct,      100.000
FULL_WINDOW_OTHER_OP_mean,         0.00
FULL_WINDOW_OTHER_OP_stddev,         0.02
FULL_WINDOW_OTHER_OP_total_mean,         0.00
FULL_WINDOW_OTHER_OP_total_stddev,         0.02

RET_BLOCKED_DC_MISS_count,       7271299
RET_BLOCKED_DC_MISS_pct,       52.181
RET_BLOCKED_DC_MISS_total_count,      14978956
RET_BLOCKED_DC_MISS_total_pct,       52.930

RET_BLOCKED_L1_MISS_count,       1528249
RET_BLOCKED_L1_MISS_pct,       10.967
RET_BLOCKED_L1_MISS_total_count,       3600272
RET_BLOCKED_L1_MISS_total_pct,       12.722

RET_BLOCKED_L1_MISS_BW_PREF_count,          3668
RET_BLOCKED_L1_MISS_BW_PREF_pct,        0.026
RET_BLOCKED_L1_MISS_BW_PREF_total_count,          8077
RET_BLOCKED_L1_MISS_BW_PREF_total_pct,        0.029

RET_BLOCKED_L1_ACCESS_count,       5743116
RET_BLOCKED_L1_ACCESS_pct,       41.214
RET_BLOCKED_L1_ACCESS_total_count,      11378849
RET_BLOCKED_L1_ACCESS_total_pct,       40.208

RET_BLOCKED_MEM_STALL_count,       1528249
RET_BLOCKED_MEM_STALL_pct,       10.967
RET_BLOCKED_MEM_STALL_total_count,       3600272
RET_BLOCKED_MEM_STALL_total_pct,       12.722

RET_BLOCKED_OFFCHIP_DEMAND_count,             0
RET_BLOCKED_OFFCHIP_DEMAND_pct,        0.000
RET_BLOCKED_OFFCHIP_DEMAND_total_count,             0
RET_BLOCKED_OFFCHIP_DEMAND_total_pct,        0.000

OP_ISSUED_count,      39818847
OP_ISSUED_total_count,      79547190

OP_RETIRED_count,      12290817
OP_RETIRED_total_count,      24591565

REPLAY_SIGNALED_count,             0
REPLAY_SIGNALED_total_count,             0

REPLAY_COUNTED_count,             0
REPLAY_COUNTED_total_count,             0

OFF_CRITICAL_PATH_count,             0
OFF_CRITICAL_PATH_pct,         -nan
OFF_CRITICAL_PATH_total_count,             0
OFF_CRITICAL_PATH_total_pct,         -nan

ON_CRITICAL_PATH_count,             0
ON_CRITICAL_PATH_pct,         -nan
ON_CRITICAL_PATH_total_count,             0
ON_CRITICAL_PATH_total_pct,         -nan
ON_CRITICAL_PATH_sum_count,             0
ON_CRITICAL_PATH_sum_pct,         -nan
ON_CRITICAL_PATH_sum_total_count,             0
ON_CRITICAL_PATH_sum_total_pct,         -nan
ON_CRITICAL_PATH_mean,         -nan
ON_CRITICAL_PATH_stddev,         -nan
ON_CRITICAL_PATH_total_mean,         -nan
ON_CRITICAL_PATH_total_stddev,         -nan

LD_NO_DEPENDENTS_count,         22692
LD_NO_DEPENDENTS_pct,        0.700
LD_NO_DEPENDENTS_total_count,         45382
LD_NO_DEPENDENTS_total_pct,        0.701

LD_DEPENDENTS_count,       3218132
LD_DEPENDENTS_pct,       99.300
LD_DEPENDENTS_total_count,       6429588
LD_DEPENDENTS_total_pct,       99.299
LD_DEPENDENTS_sum_count,       3240824
LD_DEPENDENTS_sum_pct,      100.000
LD_DEPENDENTS_sum_total_count,       6474970
LD_DEPENDENTS_sum_total_pct,      100.000
LD_DEPENDENTS_mean,         0.99
LD_DEPENDENTS_stddev,         0.99
LD_DEPENDENTS_total_mean,         0.99
LD_DEPENDENTS_total_stddev,         0.99

LD_EXEC_CYCLES_0_count,             0
LD_EXEC_CYCLES_0_pct,        0.000
LD_EXEC_CYCLES_0_total_count,             0
LD_EXEC_CYCLES_0_total_pct,        0.000

LD_EXEC_CYCLES_1_count,             0
LD_EXEC_CYCLES_1_pct,        0.000
LD_EXEC_CYCLES_1_total_count,             0
