Core, 0
L2HIT_PREF_REQ_DCACHE_MISS_total_stddev,         -nan

L2HIT_L2SEND_Q_FULL_count,             0
L2HIT_L2SEND_Q_FULL_pct,         -nan
L2HIT_L2SEND_Q_FULL_total_count,             0
L2HIT_L2SEND_Q_FULL_total_pct,         -nan

L2HIT_L2SEND_Q_ENTER_count,             0
L2HIT_L2SEND_Q_ENTER_pct,         -nan
L2HIT_L2SEND_Q_ENTER_total_count,             0
L2HIT_L2SEND_Q_ENTER_total_pct,         -nan
L2HIT_L2SEND_Q_ENTER_sum_count,             0
L2HIT_L2SEND_Q_ENTER_sum_pct,         -nan
L2HIT_L2SEND_Q_ENTER_sum_total_count,             0
L2HIT_L2SEND_Q_ENTER_sum_total_pct,         -nan
L2HIT_L2SEND_Q_ENTER_mean,         -nan
L2HIT_L2SEND_Q_ENTER_stddev,         -nan
L2HIT_L2SEND_Q_ENTER_total_mean,         -nan
L2HIT_L2SEND_Q_ENTER_total_stddev,         -nan

L2HIT_MEM_REQ_count,             0
L2HIT_MEM_REQ_total_count,             0

REMOVE_REDUNDANT_STREAM_STAT_count,             0
REMOVE_REDUNDANT_STREAM_STAT_total_count,             0

REPLACE_OLD_STREAM_count,          6771
REPLACE_OLD_STREAM_total_count,         16158

REQ_SEND_QUEUE_STALL_count,             0
REQ_SEND_QUEUE_STALL_total_count,             0

STREAM_ENTER_RA_count,             0
STREAM_ENTER_RA_total_count,             0

CORE_STREAM_LENGTH_0_count,           144
CORE_STREAM_LENGTH_0_pct,        8.780
CORE_STREAM_LENGTH_0_total_count,           382
CORE_STREAM_LENGTH_0_total_pct,        8.341

CORE_STREAM_LENGTH_10_count,           399
CORE_STREAM_LENGTH_10_pct,       24.329
CORE_STREAM_LENGTH_10_total_count,          1735
CORE_STREAM_LENGTH_10_total_pct,       37.882

CORE_STREAM_LENGTH_20_count,           523
CORE_STREAM_LENGTH_20_pct,       31.890
CORE_STREAM_LENGTH_20_total_count,          1421
CORE_STREAM_LENGTH_20_total_pct,       31.026

CORE_STREAM_LENGTH_30_count,           152
CORE_STREAM_LENGTH_30_pct,        9.268
CORE_STREAM_LENGTH_30_total_count,           283
CORE_STREAM_LENGTH_30_total_pct,        6.179

CORE_STREAM_LENGTH_40_count,           217
CORE_STREAM_LENGTH_40_pct,       13.232
CORE_STREAM_LENGTH_40_total_count,           375
CORE_STREAM_LENGTH_40_total_pct,        8.188

CORE_STREAM_LENGTH_50_count,            23
CORE_STREAM_LENGTH_50_pct,        1.402
CORE_STREAM_LENGTH_50_total_count,            52
CORE_STREAM_LENGTH_50_total_pct,        1.135

CORE_STREAM_LENGTH_60_count,             9
CORE_STREAM_LENGTH_60_pct,        0.549
CORE_STREAM_LENGTH_60_total_count,            26
CORE_STREAM_LENGTH_60_total_pct,        0.568

CORE_STREAM_LENGTH_70_count,             6
CORE_STREAM_LENGTH_70_pct,        0.366
CORE_STREAM_LENGTH_70_total_count,            17
CORE_STREAM_LENGTH_70_total_pct,        0.371

CORE_STREAM_LENGTH_80_count,             8
CORE_STREAM_LENGTH_80_pct,        0.488
CORE_STREAM_LENGTH_80_total_count,            18
CORE_STREAM_LENGTH_80_total_pct,        0.393

CORE_STREAM_LENGTH_90_count,            11
CORE_STREAM_LENGTH_90_pct,        0.671
CORE_STREAM_LENGTH_90_total_count,            35
CORE_STREAM_LENGTH_90_total_pct,        0.764

CORE_STREAM_LENGTH_100_P_count,           148
CORE_STREAM_LENGTH_100_P_pct,        9.024
CORE_STREAM_LENGTH_100_P_total_count,           236
CORE_STREAM_LENGTH_100_P_total_pct,        5.153
CORE_STREAM_LENGTH_100_P_sum_count,          1640
CORE_STREAM_LENGTH_100_P_sum_pct,      100.000
CORE_STREAM_LENGTH_100_P_sum_total_count,          4580
CORE_STREAM_LENGTH_100_P_sum_total_pct,      100.000
CORE_STREAM_LENGTH_100_P_mean,         2.82
CORE_STREAM_LENGTH_100_P_stddev,         2.67
CORE_STREAM_LENGTH_100_P_total_mean,         2.24
CORE_STREAM_LENGTH_100_P_total_stddev,         2.23

CORE_CUM_STREAM_LENGTH_0_count,          1066
CORE_CUM_STREAM_LENGTH_0_pct,        0.829
CORE_CUM_STREAM_LENGTH_0_total_count,          2760
CORE_CUM_STREAM_LENGTH_0_total_pct,        1.172

CORE_CUM_STREAM_LENGTH_10_count,          6048
CORE_CUM_STREAM_LENGTH_10_pct,        4.703
CORE_CUM_STREAM_LENGTH_10_total_count,         24236
CORE_CUM_STREAM_LENGTH_10_total_pct,       10.287

CORE_CUM_STREAM_LENGTH_20_count,         12024
CORE_CUM_STREAM_LENGTH_20_pct,        9.349
CORE_CUM_STREAM_LENGTH_20_total_count,         32582
CORE_CUM_STREAM_LENGTH_20_total_pct,       13.830

CORE_CUM_STREAM_LENGTH_30_count,          5332
CORE_CUM_STREAM_LENGTH_30_pct,        4.146
CORE_CUM_STREAM_LENGTH_30_total_count,          9911
CORE_CUM_STREAM_LENGTH_30_total_pct,        4.207

CORE_CUM_STREAM_LENGTH_40_count,          9833
CORE_CUM_STREAM_LENGTH_40_pct,        7.646
CORE_CUM_STREAM_LENGTH_40_total_count,         16852
CORE_CUM_STREAM_LENGTH_40_total_pct,        7.153

CORE_CUM_STREAM_LENGTH_50_count,          1209
CORE_CUM_STREAM_LENGTH_50_pct,        0.940
CORE_CUM_STREAM_LENGTH_50_total_count,          2766
CORE_CUM_STREAM_LENGTH_50_total_pct,        1.174

CORE_CUM_STREAM_LENGTH_60_count,           582
CORE_CUM_STREAM_LENGTH_60_pct,        0.453
CORE_CUM_STREAM_LENGTH_60_total_count,          1659
CORE_CUM_STREAM_LENGTH_60_total_pct,        0.704

CORE_CUM_STREAM_LENGTH_70_count,           443
CORE_CUM_STREAM_LENGTH_70_pct,        0.344
CORE_CUM_STREAM_LENGTH_70_total_count,          1259
CORE_CUM_STREAM_LENGTH_70_total_pct,        0.534

CORE_CUM_STREAM_LENGTH_80_count,           668
CORE_CUM_STREAM_LENGTH_80_pct,        0.519
CORE_CUM_STREAM_LENGTH_80_total_count,          1504
CORE_CUM_STREAM_LENGTH_80_total_pct,        0.638

CORE_CUM_STREAM_LENGTH_90_count,          1011
CORE_CUM_STREAM_LENGTH_90_pct,        0.786
CORE_CUM_STREAM_LENGTH_90_total_count,          3290
CORE_CUM_STREAM_LENGTH_90_total_pct,        1.396

CORE_CUM_STREAM_LENGTH_100_P_count,         90392
CORE_CUM_STREAM_LENGTH_100_P_pct,       70.285
CORE_CUM_STREAM_LENGTH_100_P_total_count,        138776
CORE_CUM_STREAM_LENGTH_100_P_total_pct,       58.904
CORE_CUM_STREAM_LENGTH_100_P_sum_count,        128608
CORE_CUM_STREAM_LENGTH_100_P_sum_pct,      100.000
CORE_CUM_STREAM_LENGTH_100_P_sum_total_count,        235595
CORE_CUM_STREAM_LENGTH_100_P_sum_total_pct,      100.000
CORE_CUM_STREAM_LENGTH_100_P_mean,         7.90
CORE_CUM_STREAM_LENGTH_100_P_stddev,         7.40
CORE_CUM_STREAM_LENGTH_100_P_total_mean,         7.00
CORE_CUM_STREAM_LENGTH_100_P_total_stddev,         6.54

CORE_STREAM_TRAIN_HITS_0_count,          1142
CORE_STREAM_TRAIN_HITS_0_pct,       69.634
CORE_STREAM_TRAIN_HITS_0_total_count,          3303
CORE_STREAM_TRAIN_HITS_0_total_pct,       72.118

CORE_STREAM_TRAIN_HITS_10_count,           327
CORE_STREAM_TRAIN_HITS_10_pct,       19.939
CORE_STREAM_TRAIN_HITS_10_total_count,           933
CORE_STREAM_TRAIN_HITS_10_total_pct,       20.371

CORE_STREAM_TRAIN_HITS_20_count,            28
CORE_STREAM_TRAIN_HITS_20_pct,        1.707
CORE_STREAM_TRAIN_HITS_20_total_count,            78
CORE_STREAM_TRAIN_HITS_20_total_pct,        1.703

CORE_STREAM_TRAIN_HITS_30_count,            24
CORE_STREAM_TRAIN_HITS_30_pct,        1.463
CORE_STREAM_TRAIN_HITS_30_total_count,            55
CORE_STREAM_TRAIN_HITS_30_total_pct,        1.201

CORE_STREAM_TRAIN_HITS_40_count,            23
CORE_STREAM_TRAIN_HITS_40_pct,        1.402
CORE_STREAM_TRAIN_HITS_40_total_count,            41
CORE_STREAM_TRAIN_HITS_40_total_pct,        0.895

CORE_STREAM_TRAIN_HITS_50_count,             4
CORE_STREAM_TRAIN_HITS_50_pct,        0.244
CORE_STREAM_TRAIN_HITS_50_total_count,            12
CORE_STREAM_TRAIN_HITS_50_total_pct,        0.262

CORE_STREAM_TRAIN_HITS_60_count,            26
CORE_STREAM_TRAIN_HITS_60_pct,        1.585
CORE_STREAM_TRAIN_HITS_60_total_count,            42
CORE_STREAM_TRAIN_HITS_60_total_pct,        0.917

CORE_STREAM_TRAIN_HITS_70_count,             4
CORE_STREAM_TRAIN_HITS_70_pct,        0.244
CORE_STREAM_TRAIN_HITS_70_total_count,            11
CORE_STREAM_TRAIN_HITS_70_total_pct,        0.240

CORE_STREAM_TRAIN_HITS_80_count,             4
CORE_STREAM_TRAIN_HITS_80_pct,        0.244
CORE_STREAM_TRAIN_HITS_80_total_count,             6
CORE_STREAM_TRAIN_HITS_80_total_pct,        0.131

CORE_STREAM_TRAIN_HITS_90_count,             3
CORE_STREAM_TRAIN_HITS_90_pct,        0.183
CORE_STREAM_TRAIN_HITS_90_total_count,             3
CORE_STREAM_TRAIN_HITS_90_total_pct,        0.066

CORE_STREAM_TRAIN_HITS_100_P_count,            55
CORE_STREAM_TRAIN_HITS_100_P_pct,        3.354
CORE_STREAM_TRAIN_HITS_100_P_total_count,            96
CORE_STREAM_TRAIN_HITS_100_P_total_pct,        2.096
CORE_STREAM_TRAIN_HITS_100_P_sum_count,          1640
CORE_STREAM_TRAIN_HITS_100_P_sum_pct,      100.000
CORE_STREAM_TRAIN_HITS_100_P_sum_total_count,          4580
CORE_STREAM_TRAIN_HITS_100_P_sum_total_pct,      100.000
CORE_STREAM_TRAIN_HITS_100_P_mean,         0.83
CORE_STREAM_TRAIN_HITS_100_P_stddev,         1.97
CORE_STREAM_TRAIN_HITS_100_P_total_mean,         0.62
CORE_STREAM_TRAIN_HITS_100_P_total_stddev,         1.62

CORE_CUM_STREAM_TRAIN_HITS_0_count,          7433
CORE_CUM_STREAM_TRAIN_HITS_0_pct,       14.161
CORE_CUM_STREAM_TRAIN_HITS_0_total_count,         21025
CORE_CUM_STREAM_TRAIN_HITS_0_total_pct,       20.886

CORE_CUM_STREAM_TRAIN_HITS_10_count,          4335
CORE_CUM_STREAM_TRAIN_HITS_10_pct,        8.259
